pm,src,dst
3931,142302070,29739489
3932,1963430775,21627165
3933,8537288337,100891150
3934,3242550659,98999650
3935,25902243,1011869670
3936,1278839010,59608190
3937,29739493,2679640385
3938,143505038,25902243
3939,25901919,1900998827
3940,25552447,25552449
3941,29739489,100891151
3942,25902468,25902584
3943,2679640383,2679640393
3944,28097324,2351032610
3945,1963430775,25902124
3946,25552446,25552447
3798,942080448,2383701841
3697,2383701845,1209330797
3947,1209331009,3678016654
3948,100890243,100890244
3578,25552447,26513072
4223,942080477,942080469
10048,706689952,706689950
10049,706689952,98999722
10050,102198742,3611166017
10018,1278839010,59608190
3950,27509105,27512872
9894,26513117,26513155
3952,143670531,143673262
3953,143664076,143668856
3954,369845645,6336187119
10606,8537288338,8537288347
4224,29803001,143500439
4225,581870023,4264320243
3956,29739623,29739636
9893,26513137,26513132
3958,143490068,2937808258
3757,4109163310,29739619
3959,2351032617,369846113
3960,8537288347,1474148380
3720,8294838433,25552423
9890,28096482,4576234312
3961,142319656,142319658
3497,2688019416,2688019428
3434,369846113,369845645
3435,100890246,4280372662
3962,1377881477,1377881483
3963,28096905,1377881475
3964,29739616,29739617
3965,29739615,28097222
3966,142318655,4316800057
3967,2937808259,29739621
3968,2937808257,26595720
3969,267041344,1505106104
3970,1505106137,267041344
3971,143497929,1689543057
3972,29739619,143497066
3973,29803003,1505106156
3974,148889926,148891407
3975,1505106104,1505106137
3976,143667391,335369386
3977,1505106155,143667392
3978,29803003,143673650
3979,25902327,28097220
3980,28097222,28097221
3981,369846113,369845645
3982,2351032617,369846113
4014,28096714,28096482
9892,29739619,2351032617
3949,1377881508,142260103
3951,3293613549,1505081140
10607,8537288346,8537288336
3957,264987427,142262975
9895,981649999,142256711
10685,264987427,142262975
3992,335369310,27509096
3993,26784095,3123584897
3994,28096832,28097223
3995,27509104,2533399077
3607,27509097,27509098
3608,143656434,27509103
3996,3608695887,327471520
3579,143508736,28096866
3997,28096868,28096857
3612,28096856,28096857
3613,28096828,28096856
3998,6425716240,6425716243
3999,28096856,28096838
4000,29481078,28097323
4001,28096862,28096866
10013,27509100,26783934
10192,29513466,143508736
10193,29513466,143508736
4002,29491599,25552414
4003,28096486,25552416
4004,143504243,29802999
4005,29741515,29480652
4006,29480652,29741515
5081,143500439,29802999
4008,29802999,1505106049
4009,1505106009,1505106020
4010,28096494,28096708
4011,1505184360,1505184366
4012,29739619,143504242
4013,1505106056,143495443
7037,25552421,2620304879
4015,25552416,25552418
5082,25552414,1505184330
4016,8479324949,28096621
4017,28096621,28097222
10098,1505106056,1505106067
10099,1505106049,1505106043
10100,1505184382,1505106009
10101,1505184345,1505184351
10102,1505184344,1505184338
10170,29803001,143500439
4018,21473238,25531168
4019,25938741,321882474
7109,25531157,25531140
3753,25552375,25552390
4021,29491601,7562651166
4022,20953244,21527321
4023,781293011,2178581742
4024,28096832,28097223
4025,1446590130,25531151
4026,4154368889,4692799570
4027,7549719130,4692799570
4028,25552410,2383701847
4029,2383701849,2383701848
4030,60013477,60014334
4031,2177375529,25552326
4032,25552326,25552369
4033,26784026,25552346
4034,25552371,25552373
4035,25552373,25552371
3616,25552361,319946604
4036,2177375529,25552326
4037,60013463,60013472
7038,25531145,1446590130
4039,25552383,996183940
4040,25552384,1572572873
4041,255289590,60134601
4042,255289590,60134601
4043,29484171,1505184324
4044,29484171,3676441199
4045,29484171,2383701848
4046,60134599,29484166
4047,3423475690,29484166
4048,7549719130,26784155
9888,29484172,29484171
10103,25552416,29484171
4052,7549719130,26784155
4053,7549719130,26784155
4054,26784166,21527321
4055,21627182,21627177
4057,26783939,21627175
4058,26783962,21627176
10093,26784044,21627176
4060,1957490853,21627141
4061,21627142,150987837
4062,151023222,151023337
3462,150987813,2495566585
4063,151023337,1465071251
4064,21627186,21627175
3609,1957490853,21627141
3610,1957490853,21627141
4066,2682646659,1848514711
4067,3697043154,21627185
4068,21527321,1957490897
4070,60134600,26784091
4071,2383701846,2383701848
4073,29598788,26784001
4074,26783940,26784070
4075,158849456,8461155978
4076,26784081,26784011
4077,26784112,26784011
3764,21627176,26784044
10080,26784164,26784163
10081,4106025970,21627180
10082,2682646669,1957490858
10083,26784170,21627180
10085,26784069,26784044
10084,26784044,26784027
4379,26025857,26025865
4380,25935144,25935142
4381,26025864,26025865
4382,858587224,25935141
4383,25934828,936505954
4384,385569660,25935146
4385,25935522,1179022178
4386,292093358,25935033
4400,22022163,22022132
4387,25935062,25935058
4388,25935060,25935071
4389,25935069,25935058
3807,141870722,22022469
7067,25934828,936505954
4390,25934855,25934849
4391,25935174,25935141
3619,26025865,26025893
4392,1666720773,25934855
3620,26066550,26066554
4393,26066554,26066556
4394,26067271,26066554
4395,26066569,26066570
5130,25935146,25935517
4402,913080874,385569776
10217,385569660,385569776
10258,22023361,22023377
10259,22023377,22023361
10498,26025875,26025873
10499,26025882,26025873
4397,25934828,25934829
4398,25934829,25934856
4403,27523292,27523275
4404,27523275,2972995652
4405,98958620,98960226
4406,141881448,141881347
4407,98960769,141862745
4408,60672590,2972993217
4409,27523108,298158521
4410,25934572,768765511
4411,25934545,141874455
4412,25934540,22022371
4413,22022371,4819134930
4414,141865273,98960521
4434,98958620,98958746
4416,98960767,141881448
4417,22022227,22022319
4418,60672523,2915247995
4419,3096525900,26025846
4421,27522357,3096525894
3693,26413595,2972891919
3694,26025876,26025875
4422,26025891,26025888
10023,26025887,26025888
4424,26025853,26025846
4425,26025879,26025878
9977,26579105,26212622
4423,26025887,26025888
10022,26025888,26025897
10057,26025884,1596698132
10066,26025877,26025876
10603,26025867,26025869
10602,26025878,26242736
10604,25935138,25935136
10605,25935134,25935136
4426,25902656,25902655
4427,60030729,60030302
4428,60030729,60030728
4429,1011869670,25902243
4430,139951329,141887738
4431,139951327,344795459
4432,1760085706,139977749
3748,141886626,98958749
3407,141917742,139977763
4433,98957378,98958321
4415,98960226,98956258
3622,60030301,25902676
4436,25902678,1759501461
4437,394684649,1759501705
4438,25902434,25902655
4439,4412200930,2283361235
4440,98959492,98959947
4441,60030258,60030259
4442,25902676,394684528
4443,100891152,25902680
4444,25902560,1447529412
4445,60030279,60030302
4446,60030303,60030302
4447,60030728,1011869675
4448,25902655,63530461
4449,63530461,1760085722
4450,139951327,139951329
3674,344795459,344795413
4451,25902491,25902656
4452,25902491,25902450
4453,60030303,60030302
7071,394684649,1759501705
4464,255099047,26413587
4454,26413513,26413576
4455,1613048577,27522353
4456,26413587,26413579
4457,98949532,2615210656
4458,60017474,2615210656
4459,98949534,1613048571
4460,267271033,101181988
4461,25902801,25902677
4462,1754817060,25902806
4465,1613048524,356264959
4466,1613048524,25902801
4467,25902801,25902677
4468,8807074846,25902808
4469,25902801,25902677
5422,26232391,26232932
5423,339984071,25920611
5424,388039883,21682622
5425,25687297,161891037
5426,25920585,25587437
5427,25920792,25587428
5428,25587442,25920340
5429,25587659,25920794
5431,25904646,25587443
5432,2614536108,25587432
5433,25920346,155424969
5438,26232464,25920598
5439,25920582,25920600
5440,26230932,25920612
5441,25920353,25920343
5442,25920539,3622172116
5443,26233247,25587438
5444,25920345,25587429
10031,25920345,26209302
10463,264595984,1137265017
3421,25904517,26412622
7017,2855650628,1738553426
3423,81504463,1738553339
5451,25906850,2632708133
5452,25906503,25906694
5453,25906722,25902955
5454,25906722,25902955
5455,25902949,1336935950
5456,1336935950,2641385221
5457,1311052151,355174895
5458,1754817132,25902862
5459,339636384,2623662123
5460,339636384,2623662123
5461,25902954,1752467714
5462,1752467714,25906723
5463,25906695,25906505
5464,25906508,25906844
5465,25906975,25906850
5466,98964418,98964419
5467,2864068905,98963435
5468,26412622,1738553402
5469,98963439,25906507
5470,3428307531,81470178
5471,98989152,98989153
5472,989205097,263839181
5473,142191440,25902885
5474,25906506,98964417
5475,98964417,98964418
5476,98964418,98964419
5477,102385784,2494947297
5478,98963435,3161180811
5479,98963436,98963439
5480,2937871626,98963439
5481,101208934,98964418
5482,98963435,3988243858
5483,101208812,119867479
5484,81470176,81472406
5485,81468704,81466850
5486,81466850,81602123
5487,2385139803,81472409
5488,81572826,81579591
5489,81473204,81473206
5490,81473207,81602124
5491,98766579,1314926696
5492,98802611,98766712
5493,81466848,340225846
5494,81472408,81604141
3743,81472408,3636843202
5495,81472411,2385695938
5496,81582480,81580395
5497,98999834,98999835
5498,98999650,3242550659
5499,98999476,98999477
5500,100881579,101190157
5501,98989151,98989152
5502,101190157,100881578
5503,100881334,100881577
5504,98984109,98984112
5508,25906591,102525667
5509,102525667,1752467765
5680,81468692,102525667
5510,81473206,98746256
5511,81485403,25906596
5512,25906695,25906505
5513,25906850,2632708133
3449,307967317,25904526
5450,565714259,81486712
7082,1754817087,1754817088
7080,1754817069,1754817091
7081,1754817087,25902847
7085,98963436,98963439
10469,6101370504,1754817102
5515,55969016,25904522
5516,8517681072,55969016
5517,31322832,31322833
5518,3613158041,3613158038
5519,31322842,102363541
5520,25962825,102222345
5521,102222349,102222350
5522,31322838,3613158041
5523,31322830,102359894
5524,102279322,8517681072
5525,55969016,25904522
5526,55968516,268514296
5527,98972138,98972141
5528,268514297,102279322
5529,102222859,31322834
5530,102224463,102224462
5531,102294572,102294573
5532,102222352,2637062297
5533,31322841,3605444570
5534,102364265,102364267
3486,102505403,102363280
5535,31322834,102224462
5536,102224462,102224463
5537,3554970332,3554970327
5538,102224463,102224462
3518,6433858681,102224464
5539,102283415,102224465
5540,31322841,3605444570
5541,102498161,60671219
5542,60671219,60671220
5543,60671665,102375920
5544,1506821439,60671762
5545,98963432,98963433
5546,1506821327,1506821254
5547,8512253827,8512253840
5548,29803006,29803007
5549,29803007,29803008
10410,98999476,98999477
5551,102375920,60671665
5552,60671220,60671219
5553,60671219,102498161
5554,102222352,2637062297
5555,102281134,102286636
5556,102499895,60671220
5557,102517319,102578950
5558,102509276,102509272
5559,98964423,98965346
5560,2494930275,320705668
5561,119807565,1506821327
3642,8660013154,119806747
5562,8512253880,8512253876
5563,29803006,119806748
5564,102384514,102384193
5565,98977907,102387565
5566,98972141,102285060
5567,102385604,1627419909
5568,102224469,102224468
5569,102387113,102387112
5570,98973957,4335284573
5571,102387112,102387113
5572,98999484,98999482
5573,98999479,98999480
5574,98964422,98999484
5575,98963432,98963433
5576,102385784,98964420
5577,119794654,98999481
5578,98999480,119797319
5579,1672792328,119794654
5580,119794656,119794655
5581,98964422,98964423
6980,320706109,2495043627
5583,119794654,98964423
5584,98964423,98965346
3580,98965346,8688792773
5585,98965348,320551367
7089,25925619,320596960
5587,320596952,98971000
3744,98971002,2494930272
3581,102518454,2494930272
5588,119807939,119808876
5589,102580085,102505416
5590,119810503,119813618
5591,25925685,1775159830
5606,98964423,98965346
5607,2494930275,98963432
5608,1506821439,60671762
5609,29803008,1506821327
5610,8512253880,119838822
5611,8512253855,8512253867
5612,119838820,1506821089
5613,2637038896,102359166
5614,31322833,31322832
5615,102361364,31322832
5616,320596749,98970998
5617,25925685,320596952
5618,320596755,320551251
7093,1775159852,320596957
7088,25925619,320596960
5586,1775159852,320596960
7092,1775159852,320596957
5619,25925619,320596957
7086,102385784,98964420
6981,98964423,98965346
5582,2494930275,98963432
3452,29803008,1506821327
9991,81468686,81468685
3453,26412625,26412622
5622,26412628,60106825
3663,26412666,26412664
5623,26412844,2637227341
10444,81468695,81468692
5624,93868939,26412817
3834,26412668,26412682
5625,26412638,26412663
5626,26412630,26412631
5627,26412625,26412624
5628,81568599,26412624
5629,60106831,60106832
5630,2954907082,353299296
5631,81507804,81571928
5632,3146383457,93862635
5633,26412841,81478204
5634,81468698,81468696
5635,81468696,81468695
5636,81468692,81468691
5637,81468689,81468688
5638,81468688,855140177
5639,81468683,3258897121
5640,81468696,81476950
5641,81466852,98802765
5642,706689732,81478195
5643,6484517769,81468695
5645,1753722988,81468689
5646,81466856,81468691
5647,81485403,4033983648
5648,81466860,81468688
5649,5000375035,5000375038
5650,81466861,81466860
5651,81466860,81466858
3790,81466855,706689651
5652,81466854,4260073767
5653,81507800,3258897102
5654,81487495,81507802
5655,81468686,5000375033
5656,81466860,81468688
5658,81480667,2537097966
5659,81468689,81466857
5660,6484517769,81468695
5661,81466852,98802765
5662,81478197,81478198
3667,81478202,81478203
3668,81478197,81478198
5663,81477265,81478196
5664,81478202,81577762
5665,81478202,81507806
5666,81507804,81507805
5667,81478202,81507806
5668,81570925,81507806
5669,81468686,5000375036
5670,81468691,25906637
5671,81507803,81480097
5672,81571719,81507804
5673,2632708135,81480097
5674,81480097,81480099
3751,81480663,353299296
5675,81468695,706689732
5676,26412638,26412663
5677,81507802,81487495
5678,81480097,81507803
5679,81486253,81466860
5681,2637227341,26412844
7111,81468689,81466857
5682,26412841,3146383457
5683,93862636,93862635
5684,26412668,26412682
5685,26412704,26412815
5686,93868939,26412817
5687,26412838,26412839
5688,26412839,26412841
5689,26412818,26412822
5690,26412629,26412630
5691,26412839,26412841
5692,26412638,26412636
5693,2954907082,353299296
5694,81480099,960849789
7094,81468689,81466857
5657,81570683,706689888
7112,2954907082,353299296
3424,26412872,26412874
3425,26412886,98726191
3426,26412911,26412913
3427,26412916,339391878
5695,26413048,26413061
3583,26413061,26413086
3584,339391870,8851032220
5696,26413364,26413361
5697,1801212265,26413137
5698,26413086,339391870
5699,81604772,26413033
5700,339391878,1474148455
5701,26412911,26412886
5702,26412871,26412872
5703,26412844,26412845
5705,93888896,26412880
5706,98724251,26412911
5707,34408565,26413048
5708,81604772,26413033
5709,81581408,339391870
5710,32602928,338727741
5711,32602925,142248303
5712,98946911,98948614
5713,98948614,98951272
5714,3135450430,142194318
5715,25902910,340228784
5716,142194318,98746807
5717,98746807,98746258
5718,142246030,338728036
5719,340225432,989204862
5720,98746811,81473207
5721,989204862,1505081196
5722,81466846,81466847
5723,340225846,340225845
5724,81466847,81466846
5725,989204999,81466846
5726,98746811,81466847
5727,98746810,81466846
5728,1654250221,1654250220
5729,98746807,98746809
5730,98746809,28096049
5731,28096046,98746811
5732,6684049129,989205020
5733,28096050,28096049
5734,98746811,81466847
5735,28096050,82499215
5736,98746809,5941381327
5737,98746811,98746256
5738,98746807,98746258
5739,536185687,2466689611
5740,3135450430,142194318
5741,98946911,98948614
7115,26412886,26412911
3454,81572825,26412886
3455,26413061,26413086
3456,98725372,339391897
5742,81581404,98746258
7018,1924384878,27522353
7069,27520754,27520557
7021,27518078,4311812596
3511,27517937,26579042
7020,27517937,26212612
7140,98946911,98948614
5761,1447129040,26595706
5762,2693214181,3489739896
5763,3637328661,3637328665
5764,993214710,1829659976
5765,991794596,2693214178
5766,29596138,143608990
5767,26579050,26579053
5768,3677704383,26579070
5769,26579071,1634057302
5770,260447784,26579057
5771,26579067,1575177818
4472,32630173,32630174
3513,142246030,32602934
5772,32602935,32602937
5773,27517856,150760661
3498,150760245,150760271
5774,150760533,150760537
5775,581287837,27514667
5776,27514668,27517855
5777,359392862,338728444
3411,32604452,2160260298
3439,32630168,32602935
5778,2466312892,27517857
5779,150760298,150760661
5780,27508200,581287837
3499,150760577,150760278
3500,150760322,150760281
7057,315249207,343705899
3522,2078939183,248796290
4136,31008673,31008615
4141,31008816,342079142
4139,355859090,355533032
4134,248950890,248917021
4135,248945412,248945616
3436,2314777716,2314777759
4140,315249207,343705899
4483,51390497,338896456
3471,25935784,4317229097
4485,30914825,25935925
4486,21716609,21716612
4487,25695665,25935795
4488,51397933,1339912630
4702,21777267,26495463
3505,26471904,1290806522
3506,4278240275,1290806523
3507,315242616,566180286
4703,315242616,566180286
3515,315249718,1674022638
3516,2136384930,281814072
4704,315249718,315251576
4706,26514676,26495460
4132,248919851,339138983
4133,3514716613,3514716615
9959,248919851,339138983
4130,30904327,339132380
4154,248937957,248938003
7002,3276619912,3408431937
4153,5868155391,248937957
7003,3408431939,2443586104
7004,3314616463,1969756170
4152,31010168,31010169
4129,248931796,31010704
4126,2395933286,30925029
4050,26784039,26784154
4049,7537616092,26784072
4056,7549719130,26784155
4051,26784156,3484776600
4059,26784088,26784068
7076,3328123409,3328123417
7023,31008669,31010509
7072,26784030,26783942
5782,150760292,581287837
4137,388087148,315239557
7100,3276619912,248937957
7099,248937981,248937957
7083,3276619912,3408431937
4127,7549127224,31010509
7074,26784088,7537635126
7070,26784101,26784047
3849,27508026,25906111
3855,25906221,25906112
3856,26784101,26784047
3857,26784035,1447450924
3858,21627172,26783927
3859,26784087,21627172
3860,26784035,1447450924
3861,26784175,21627179
3862,150987260,150987117
3863,2587284056,2587284060
3864,151023291,151023115
3865,151023291,151023115
3866,8861180511,151023116
3867,151022800,150987793
4191,150987386,151022854
3868,150987790,150987386
3869,29565152,150987386
4192,150987793,29565832
4193,25944111,29566036
3870,25944111,29566036
3871,2673240703,8409747706
3873,431874348,30902604
3874,1838643955,30902625
3875,150556149,150556415
3876,2065668346,1436712995
3877,150556674,2065668346
3563,150556147,150556148
3724,150556681,1449163752
3725,150556149,150556415
3564,1209331684,150554621
3878,150555785,3148782713
3726,2587288961,2587286554
3601,2587288961,2587286554
3880,7341757555,25943915
3881,150987471,319927844
3602,151025733,25943926
3603,21627179,2674339627
3882,150987118,2674339620
3883,151025308,151023291
3884,151023487,150987260
3885,151023116,151022800
3886,151022854,151023456
3887,3147825084,1209331684
9981,847030753,3147825002
9980,25938874,3147825084
9979,1209332303,3046071477
3888,30902625,1838643955
3889,29565849,29565856
7035,1447450924,21627171
3890,319711609,21627171
7034,319711608,319711597
10024,29565848,29565849
7054,311976599,26784034
7055,26783933,26784103
7053,26784085,26784103
4078,1868858187,6238526704
4079,1868858169,2104925487
4080,2266202102,1837483611
4081,26415194,2688416542
4082,26879118,1868858185
3727,26879281,1868858238
4083,26879254,26879255
3728,26879237,26879238
3614,26879200,26879123
3615,249398214,249398359
4084,1624211579,1624211578
4085,249397679,26879279
5095,26501718,31010371
5096,555107868,31010297
4086,26501718,26501719
4087,31010296,27419818
4088,1868858244,162075987
4089,26879256,249398386
4090,31010297,1868858245
4091,1868858244,31010296
4092,31010371,31010372
4093,162067005,26412422
4094,616237618,364735459
4095,1247348484,364735459
4096,1247348484,364735459
4097,616240337,3304917529
4121,2104925481,26396563
4099,26401974,616239805
4100,1837483635,2597137093
4101,2104925480,26396920
4102,26401981,26401974
4103,317769138,1897369809
4104,26396940,317769138
5097,317771984,1886544380
4105,26412353,1284089882
3582,249386147,3686242093
4106,306155053,26412138
4107,26397093,1217546051
4108,26397014,26397093
4109,162067005,162067702
4232,26527124,317768371
10409,1868858185,26879118
4098,1247348484,1247348492
4110,31010114,31010168
4111,31009973,31009974
4112,31009092,31010647
3729,31009092,31009806
4113,26501723,31010518
4114,26501722,26501723
4115,249398210,249398413
4116,162075485,249398210
4117,31010371,249398210
4118,162075986,267335047
4119,388087148,315239557
4120,162066046,8381775327
4122,26396749,249397666
4123,26879239,26879238
4124,27419735,3592871205
4125,26396535,1868858244
4142,248938232,7990123105
4143,3421292070,3421292062
4144,26514554,26514556
4145,388087148,315239557
4146,26514554,26514552
4147,26514554,5406530352
4148,31009975,31009805
4149,31009805,31009092
4150,26514548,26514551
4151,1865399011,26514548
4155,26486636,339236103
3758,26486638,171951
3759,1209330561,26486636
3523,1209330561,1209331009
4156,26486590,171952
4157,26486593,26486607
4158,2681222068,26486617
4159,2681222068,26486617
3653,26486619,5075560300
3683,26486621,26486618
3654,1727199825,1727199830
4160,4346401936,4346401935
4161,329987524,1727199824
4162,329987522,1727199788
4163,329987540,329987526
4164,1838499569,1838499567
4165,6285659098,459518795
4166,26493380,459518795
3463,26493371,249084428
3464,26493371,318314268
4167,255625343,3299660479
4168,1014628803,315247016
4169,249398544,1014628792
4170,3208415477,3208415447
7041,26486524,26486526
4172,26487748,325076854
4173,26493361,960871271
3691,26486540,26486542
3718,618038027,26493370
3719,315278987,2523072823
4174,315278987,26501341
4175,315278987,315278992
4176,31010114,315278992
4177,170909678,170909667
4178,31009973,31010366
4179,7549127257,31010648
3692,26494719,318340562
4180,26501721,26501722
4181,26528858,26501716
4182,26528743,26528742
4183,306033403,306033290
4184,2642478005,3915265191
4185,255095624,2523072820
4186,31009806,31010367
4187,31009806,21759580
3585,31009655,31009052
3586,31009655,31010368
4188,26514656,31009655
4189,31010369,31010370
4190,31010171,26493342
3465,26485804,26486651
3466,315278987,26501341
3467,170909702,26534924
4194,315278987,26501341
4195,26528746,26528745
4196,26528738,26528739
4197,31010168,318313422
4198,249397480,3915265191
5103,2642478005,1674022624
4171,26486569,325076749
7136,315278987,26501341
7137,26493371,249084428
7138,26493361,960871271
7139,26486540,26486542
4199,551479454,21734292
4200,21734306,21734308
4201,21734308,21734309
4202,21951427,26341186
4203,26310476,26341187
4204,1619574713,26310533
4205,26310532,26310526
4206,1416248982,1416248998
4207,170909678,170909667
4208,26494650,26494654
4209,567235091,26494654
3722,26494718,26494693
5104,26494655,26494668
4211,26494692,26494693
4212,26494656,26494657
4213,26501647,26494674
4214,914203790,26501247
4215,26501242,26501243
4216,26495388,26495387
4217,26494709,3423225671
4218,3423225635,26494663
4219,26501245,26495425
4220,26494665,26494666
4221,26495397,26494666
4222,26495423,26495424
4226,26495422,26495423
4227,26494667,5499490668
4228,26495436,26495398
4229,26495460,26495417
4230,2523072827,170909734
4231,26501641,2297581623
4233,26231845,26501641
4234,4280688734,170909690
4235,26534938,4280688734
4236,2522904758,26501641
4237,26231844,26501247
4238,391092224,26472354
3669,21990665,26472356
3670,26472008,26495395
4239,21990687,26472008
4240,254973118,7111029405
10037,7111029405,255272920
10427,26310526,26310532
10491,1416248982,1416248998
7133,26310526,26310532
7134,4280688734,170909690
7135,2522904758,26501641
7113,25906378,21968125
4243,325076749,562733645
3671,2383701839,324238854
4244,25903334,3068279554
4245,1900998783,25906378
4246,435729027,25906378
4247,20953234,2088535030
4248,1522690043,21968132
4249,21968130,20953234
4250,7537651752,3597242745
4251,21968142,21968143
4252,7537651754,3949498572
10528,7537651754,3949498572
4254,21968192,21968140
10608,21968192,21968140
4256,3949498572,21968139
10530,21968139,21968140
10527,21968139,21968140
4257,25906269,25906270
10639,7537651758,7537651761
4258,25901888,25906270
4259,26213499,26480874
4260,26213499,26482336
4261,301433934,26213499
3707,3910891205,26444973
4262,3910891162,3910891205
3618,26480833,3912981165
4263,26472382,26472368
4264,26482392,26482410
4265,26472379,7720989331
4266,26482412,26482411
3475,3907325164,26472379
4268,26213283,1258876332
4269,345198698,21734249
4270,8075992349,21734254
7087,3910891205,301433960
3765,435728967,1522690043
4272,25891927,1074577441
4273,1074577474,435729007
4271,2513445263,2513445264
10464,25891927,1074577441
10465,25891927,435729027
10466,1074577441,1074577474
7090,435729007,3428425005
7091,1074577474,435729007
9938,25901886,1278838929
4275,3597242745,21968130
4279,301433934,26213499
4281,26066572,4827673941
4282,26067244,26067248
7101,849583592,315268532
4283,26067256,26067257
4284,6141051016,26067867
4285,5268725085,292118651
4286,2466291030,26067257
4287,370152153,26066640
4289,26066642,938516022
4290,929294345,26067833
4291,4110048212,26067833
4292,26066640,5268725086
4293,26067240,26066665
4294,26066631,26066642
4295,26066642,26067812
4296,26066642,26067812
4297,938516022,26066642
10386,26066621,26066630
4298,26067812,26066630
3672,26066631,26066651
10387,48842577,1522690084
4353,26067257,893869107
4301,25907101,48842577
10388,20953226,1522690084
3730,26066613,26341673
4303,25906774,26066613
3731,25906774,26066614
10678,21969758,26341675
4305,26341673,25906420
4306,26341673,26341675
4307,26341676,26341675
4308,1522690055,26341676
4309,26341675,26341673
4310,25906421,25906429
4311,25906422,25906421
4312,25906500,25906287
4313,292118655,960747254
4314,3267122619,26067845
4315,292118700,26080716
4316,26080716,26080717
4317,26080697,292118704
4318,315268532,26080697
4319,26080723,26080700
4320,315267469,315268532
3652,5268725085,292118651
4333,292118655,960747254
4334,292118704,292118655
4335,26080697,292118704
4336,292118651,292118700
4337,26579027,26579178
4338,26578946,26578947
4339,1486142510,8388879235
4340,26578963,913080867
4341,26578944,1505081040
4342,26578966,26578944
3745,8577075129,26578944
3746,55161174,55138197
3747,26025889,26025892
4343,25935531,25935523
10646,3100329628,55161049
4345,55161135,25935524
4346,25935521,25935532
4347,25935523,5273358099
4348,25935540,25935516
3621,25935514,385569776
4349,298448863,25935515
4350,858587220,1179022558
4351,25935516,26080778
4352,55161051,26080779
4354,26067881,298609370
10645,7619689676,26080688
4355,26067881,55138206
4356,26579181,1537917871
4357,1537917871,26579181
4358,26578957,55161188
4359,55161178,55161188
4360,26578968,25935576
4361,55138181,55161119
4362,2601286044,55138181
3565,55161108,55161119
4363,55161167,55138181
4364,26080762,26080763
4365,55161082,55161078
4366,55161074,26080763
4367,55138166,26080688
10647,1501171147,7619689676
4369,26025871,26578965
4370,55161094,55161130
4371,55161145,55161154
4372,55161067,26080757
4373,26579080,26579083
7066,6320489341,6320489344
4375,26025854,26211530
4376,1067565849,26578954
4377,55161067,55161074
10271,55161167,55138181
10338,55161078,55161074
7063,25935515,25935516
7065,25935516,26080778
9965,989204859,989205023
9963,8423842230,8423842234
9964,8807066125,8423842234
9967,989205023,989204859
3715,26579105,3136812045
3716,26579041,26579042
3717,26211530,26211532
4470,1320787110,27517507
4471,5425359850,27516635
3468,5425359850,26211577
3469,27516626,2466312898
6979,27508209,27514733
4473,27508208,27508209
3395,27517956,27519777
3396,27517937,26579042
3397,26579105,26212622
4475,27517891,26025904
7019,27517937,26212613
9961,26579105,26212622
9962,3575378538,433406848
10216,1770052217,1770052220
4476,150760328,150760322
4477,150760281,150760322
10560,27514733,27508209
5404,344856265,344856267
5405,32096083,32096085
5406,25687705,1898869251
5407,177587168,26579273
5408,1339493461,51943033
5409,150760970,177587168
9930,2447871865,344856200
9932,32100092,25687664
9931,25687322,344856268
9929,344856267,32201188
9907,32099981,32099985
5410,51414835,339842899
9909,32096085,339843589
9908,8385594957,852114499
9926,292823433,293396588
9928,25687703,292823394
10011,25687705,1898869251
9933,2001290867,1339493643
9934,2001290867,1339493643
9917,2523548203,1515303895
9920,1515303895,2523548203
5412,25896212,26579273
4479,26080652,1703492440
3437,20953217,26080652
3438,338895648,21473036
4480,338895791,1339844441
4481,1339844441,338895791
4482,20953217,20953197
3675,21473041,21473043
3676,1365187622,21473047
4304,1339844584,849583557
4484,6377493367,8911180162
3470,51390509,21473047
4321,26080715,21723244
4322,1359745712,26080715
4323,315270214,26080705
4324,315266287,1478929267
3651,315266287,1478929267
4489,160741318,30914796
4490,7141089979,160741318
3512,3238597885,160741318
4491,30914791,30914795
4492,1634056818,30914793
4493,30914795,30914796
7058,26080299,26080301
7059,26080298,26080299
7073,160741318,30914796
7075,1634056795,30914795
3650,315268598,571634642
4325,1179022355,26480826
4326,26480800,1179022046
4327,21723284,315523068
5116,26482348,315270214
5117,25896238,318918303
4328,365886540,26480828
4329,1179022355,1179022115
4330,25896238,26482302
10407,26480800,1179022046
10408,3836190075,26480825
4331,315270214,26482348
7102,1179022355,26480826
10000,1365187501,1365187525
10467,51390509,21473047
4495,50045890,93862637
4496,50045890,93862637
4497,93862637,93862638
3524,93862637,93862638
4498,93862644,2493600321
4500,339417521,50043837
4501,4567767289,581287899
4502,4567767291,51422522
4503,151402341,151402264
4504,439185266,51422522
4505,51422522,4567767289
4506,51422521,2868776271
4507,439185266,2868776271
4508,51422521,2868776271
4509,51422520,51422521
4510,51422521,51422520
7114,93862636,50045890
10097,4640732582,4640732583
4511,51421604,344842829
3472,344856267,32201188
3473,151400413,51422006
4512,344856267,32201188
4513,581287899,51424214
4514,98723356,98733030
4515,51424217,339410682
4516,51429269,150760768
5142,150760768,100996358
3440,100993085,100996354
3514,1135863592,101050255
5143,51424217,339410682
4517,1140217845,98732397
4518,1140217804,2277540861
4519,98723345,98723296
4520,6738487662,98732393
4521,2277540765,1140217797
4522,98732053,98732054
4523,98732053,98732054
3638,98732397,1140217845
